pinyin_key	candidate
tinglizi	semen lepidii apetali
tinglizi	semen lepidii seu descurainiae
tingnizi	semen lepidii apetali
tingnizi	semen lepidii seu descurainiae
tmd	fuck
tmd	fuck'n
tmd	fuck-it
tmd	fuck-ton
tmd	fuck-tons
tnb	honey-urine
tnbxfx	diabetic diarrhea
tongbian	urine of boys
tongbian	urine of boys under 12, used as medicine (TCM)
tongku	torture
tongku	torture'
tongxian	flat copper strip
tongyingtongyong	purgatives treating diarrhea
tongyingtongyong	treating diarrhea with cathartics
tongyintongyong	purgatives treating diarrhea
tongyintongyong	treating diarrhea with cathartics
tongzhiniao	urine of boys under 12, used as medicine (TCM)
tongziliao	urine of boys under 12, used as medicine (TCM)
tongziniao	urine of boys under 12, used as medicine (TCM)
touhuan	to commit suicide by hanging
tt	condom
tu	crude opium
tunbu	hunching
tunjin	to commit suicide by swallowing gold
tunjing	to commit suicide by swallowing gold
tunyuntuwu	to blow cigarette or opium smoke
tuodiao	strip
tuodiao	strip off
tuodiao	to strip off
tuoguang	get naked
tuoguang	to strip naked
tuoguang	to strip nude
tuoqu	strip down
tuoqu	strip-down
tuoqu	strip-downs
tuoxia	strip down
tuoxiu	strip show
tuoyan	fuck the dog
tuoyi	strip
tuoyiwu	strip
tuoyiwu	strip joints
tuoyiwu	strip party
tuoyiwu	strip show
tuoyiwu	strip tease
tuoyiwu	strip-tease
tuoyiwu	strip-teases
tushizi	semen cuscutae
tusizhi	semen cuscutae
tusizi	semen cuscutae
txjc	long strip footing
txjc	strip footing
txjc	strip foundation
txm	strip code
txr	semen armeniacae dulce
txr	semen armeniacse dalce
tytw	to blow cigarette or opium smoke
tyty	purgatives treating diarrhea
tyty	treating diarrhea with cathartics
tyw	strip
tyw	strip joints
tyw	strip party
tyw	strip show
tyw	strip tease
tyw	strip-tease
tyw	strip-teases
tz	prostitute
tzn	urine of boys under 12, used as medicine (TCM)
tzp	adjusting strip
waiganhanxiexie	exogenous cold diarrhea
waiganshixie	exogenous damp diarrhea
waigansixie	exogenous damp diarrhea
waiganzhongrexie	exogenous pyretic diarrhea
waiganzhongshuxie	exogenous sunstrode diarrhea
waiganzhongsuxie	exogenous sunstrode diarrhea
waiganzongrexie	exogenous pyretic diarrhea
waiganzongshuxie	exogenous sunstrode diarrhea
waiqu	torture
wandanqu	go fuck yourself
wandou	semen pisi sativi
wangbuliuxin	semen vaccariae
wangbuliuxin	semen vaccariae segetalis
wangbuliuxin	vaccariae semen
wangbuliuxing	semen vaccariae
wangbuliuxing	semen vaccariae segetalis
wangbuliuxing	vaccariae semen
wangbuniuxing	semen vaccariae
wangbuniuxing	semen vaccariae segetalis
wangbuniuxing	vaccariae semen
wangubuhua	diarrhea with undigested food
wblx	semen vaccariae
wblx	semen vaccariae segetalis
wblx	vaccariae semen
wdq	go fuck yourself
weidao	vaster
weishui	attempted (murder, suicide)
weisui	attempted (murder, suicide)
weitiao	foxing strip
weitiao	rubber melt strip
weixianrengwu	suicide mission
weixianrenwu	suicide mission
weizhuizhisha	commit suicide to escape punishment
weizhuizhisha	to commit suicide to escape punishment
weizuizisa	commit suicide to escape punishment
weizuizisa	to commit suicide to escape punishment
weizuizisha	commit suicide to escape punishment
weizuizisha	to commit suicide to escape punishment
wgbh	diarrhea with undigested food
wghxx	exogenous cold diarrhea
wgsx	exogenous damp diarrhea
wgx	diarrhea before dawn
wgzrx	exogenous pyretic diarrhea
wgzsx	exogenous sunstrode diarrhea
whjz	apyrene sperm
whz	semen sapindi mukorossi
wogui	to lie across the railway tracks (to commit suicide or to prevent trains from getting through)
wokao	fuck me
wokao	fuck-me
wsss	bunny fuck
wszq	external genital organ
wszq	external genital organs
wtz	semen firmianae
wugengxie	diarrhea before dawn
wugenxie	diarrhea before dawn
wuhejingzhi	apyrene sperm
wuhejingzi	apyrene sperm
wuhejinzi	apyrene sperm
wuhuanzhi	semen sapindi mukorossi
wuhuanzi	semen sapindi mukorossi
wuhun	(Buddhism etc) the five forbidden pungent vegetables: leek, scallion, garlic, rape and coriander
wuliao	strip stack
wumao	nude mouse
wuniao	sappression of urine
wuniao	strip stack
wuniao	suppression of urine
wuniao	urine suppression
wushuoshishi	bunny fuck
wusuoshishi	bunny fuck
wusuosisi	bunny fuck
wuxie	five kinds of diarrhea
wxrw	suicide mission
wyb	the genital organs
wzzs	commit suicide to escape punishment
wzzs	to commit suicide to escape punishment
xb	urine
xbdc	oliguria with reddish urine
xbdc	scanty dark urine
xbdx	blood in my urine
xbhc	brown urine
xbhc	dark urine
xbhc	deep-colored urine
xbhc	yellowish or reddish urine
xbll	dripping discharge of urine
xbn	fuck about with
xbq	urine
xbqc	clear abundant urine
xbqc	clear urine in large amounts
xbsj	incontinence of urine
xdd	(coll.) penis
xdj	to commit suicide
xetx	infantile vomiting and diarrhea
xetx	vomiting and diarrhea in children
xhk	semen cuscutae reflexae
xhk	semen pharbitidis purpureae
xiabailong	fuck about with
xiabainong	fuck about with
xiahun	bunny fuck
xiali	dysentery and diarrhea
xiali	togovirus diarrhea
xiangdou	semen tonco
xianggong	male prostitute
xiangjiaomifengtiao	sealing strip of rubber
xiangjiaomifentiao	sealing strip of rubber
xiangjiaotiao	india-rubber strip
xiangjiaotiao	rubber strip
xianguang	rat-fuck
xiangzhi	semen cyclogalanopsis glaucae
xiangzi	semen cyclogalanopsis glaucae
xianhun	fuck about
xianhun	fuck around
xiani	dysentery and diarrhea
xiani	togovirus diarrhea
xianjing	with crystal structure visible to the naked eye
xianshuimei	(dialect) prostitute from Guangdong (esp. one in Shanghai before the Revolution) (loanword from "handsome maid")
xiansuimei	(dialect) prostitute from Guangdong (esp. one in Shanghai before the Revolution) (loanword from "handsome maid")
xiaobian	urine
xiaobiandaixie	blood in my urine
xiaobianduanchi	oliguria with reddish urine
xiaobianduanchi	scanty dark urine
xiaobianduanci	oliguria with reddish urine
xiaobianduanci	scanty dark urine
xiaobianhuangchi	brown urine
xiaobianhuangchi	dark urine
xiaobianhuangchi	deep-colored urine
xiaobianhuangchi	yellowish or reddish urine
xiaobianhuangci	brown urine
xiaobianhuangci	dark urine
xiaobianhuangci	deep-colored urine
xiaobianhuangci	yellowish or reddish urine
xiaobianlingli	dripping discharge of urine
xiaobianlinli	dripping discharge of urine
xiaobianninni	dripping discharge of urine
xiaobianqi	urine
xiaobianqinchang	clear abundant urine
xiaobianqinchang	clear urine in large amounts
xiaobianqingcang	clear abundant urine
xiaobianqingcang	clear urine in large amounts
xiaobianqingchang	clear abundant urine
xiaobianqingchang	clear urine in large amounts
xiaobianshijin	incontinence of urine
xiaobianshijing	incontinence of urine
xiaobiansijin	incontinence of urine
xiaocan	abortion
xiaocan	an abortion
xiaochan	abortion
xiaoertuxie	infantile vomiting and diarrhea
xiaoertuxie	vomiting and diarrhea in children
xiaogong	(literary) urine
xiaogong	urine
xiaojie	(slang) prostitute
xiaojie	prostitute
xiaoke	excessive eatingdrinking-urine
xiaoliao	penis
xiaoliao	penis (kiddie term)
xiaomai	semen tritici
xiaomoxiangjin	pygmy sperm whale
xiaomoxiangjing	pygmy sperm whale
xiaoshengjing	nervus cavernosus penis major
xiaozemaliya	non-nude
xiaozemaniya	non-nude
xiaozhemaliya	non-nude
xibao	sperm cells
xiduze	opium eater
xiduzhe	opium eater
xie	diarrhea
xiedu	to have diarrhea
xieli	to have diarrhea
xieni	to have diarrhea
xinbao	vagina cordis
xinfang	torture chamber (esp. unofficial)
xing	torture
xingbao	vagina cordis
xingfang	torture chamber (esp. unofficial)
xingjiao	fuck
xingjiaoyi	child porn
xingjiaoyi	child-porn
xingju	engine of torture
xingju	instrument of torture
xingju	instruments of torture
xingju	torture instrument
xinglve	torture porn
xingnue	torture porn
xingnve	torture porn
xingqinfan	rape-crisis
xingqingfan	rape-crisis
xingqiu	to extort confession by torture
xingren	armeniacae semen
xingreng	armeniacae semen
xingru	to humiliate and torture
xingtang	torture chamber
xingxun	inquisition by torture
xingxun	interrogation under torture
xingxunbigong	extort a confession by torture
xingxunbigong	extraction of confession by torture
xingxunbigong	use torture to coerce a statement
xingxunshi	torture chambers
xingxunsi	torture chambers
xinjiao	fuck
xinjiaoyi	child porn
xinjiaoyi	child-porn
xinju	engine of torture
xinju	instrument of torture
xinju	instruments of torture
xinju	torture instrument
xinnve	torture porn
xinqinfan	rape-crisis
xinqiu	to extort confession by torture
xinru	to humiliate and torture
xintang	torture chamber
xinxun	inquisition by torture
xinxun	interrogation under torture
xinxunbigong	extort a confession by torture
xinxunbigong	extraction of confession by torture
xinxunbigong	use torture to coerce a statement
xinxunshi	torture chambers
xiongpeizhi	sperm cell
xiongpeizi	sperm cell
xiqu	western strip
xitiao	thin strip
xiujue	olfactory genital dysplasia
xiuxiandai	fallow strip
xixue	diarrhea
xiyapian	opium eating
xiyapian	opium smoking
xj	prostitute
xjj	penis (child's word)
xjmft	sealing strip of rubber
xjt	india-rubber strip
xjt	rubber strip
xjy	child porn
xjy	child-porn
xmxj	pygmy sperm whale
xn	penis
xpz	sperm cell
xqf	rape-crisis
xqq	genital phase
xqq	genital phases
xqq	genital stage
xsm	(dialect) prostitute from Guangdong (esp. one in Shanghai before the Revolution) (loanword from "handsome maid")
xuanhuake	semen cuscutae reflexae
xuanhuake	semen pharbitidis purpureae
xueliao	blood urine
xueliao	bloody urine
xueniao	blood urine
xueniao	bloody urine
xuexinfuxie	bloody diarrhea
xuexingfuxie	bloody diarrhea
xumin	naked name
xuming	naked name
xunduanjian	to commit suicide
xunhua	to visit a prostitute
xunsi	attempt suicide
xunsi	to attempt suicide
xxbg	extort a confession by torture
xxbg	extraction of confession by torture
xxbg	use torture to coerce a statement
xxfx	bloody diarrhea
xyj	smallness of penis
xyp	opium eating
xyp	opium smoking
xzmly	non-nude
xzzx	abortion threatened
yaban	holding strip
yajinban	pressure strip
yajingban	pressure strip
yaluohao	the Arrow (a Hong Kong registered ship involved in historical incident in 1856 used as pretext for the second Opium War)
yaluohaoshijian	the Arrow Incident of 1856 (used as pretext for the second Opium War)
yaluohaosijian	the Arrow Incident of 1856 (used as pretext for the second Opium War)
yamazhi	semen lini
yamazhi	semen lini usitatissimi
yamazi	semen lini
yamazi	semen lini usitatissimi
yangdai	sample strip
yangdai	strip census
yangjiaodou	semen cassiae occidentalis
yangui	opium addict
yangzhui	torture
yangzui	torture
yanhua	prostitute
yanhua	prostitute (esp. in Yuan theater)
yanhuafendai	prostitute
yanhuafengdai	prostitute
yanhualv	prostitute
yanhualv	prostitute (esp. in Yuan theater)
yanhuanu	prostitute
yanhuanu	prostitute (esp. in Yuan theater)
yanhuanv	prostitute
yanhuanv	prostitute (esp. in Yuan theater)
yanliao	urine test
yanlide	worse
yanniao	urine test
yanqiang	opium pipe
yanqiujingmo	vagina bulbi
yanqiujinmo	vagina bulbi
yansude	elevate
yantu	raw opium
yanuohao	the Arrow (a Hong Kong registered ship involved in historical incident in 1856 used as pretext for the second Opium War)
yanuohaoshijian	the Arrow Incident of 1856 (used as pretext for the second Opium War)
yanxinbigong	torture'
yanxingbigong	torture'
yanxingkaoda	interrogation by torture
yanxingkaoda	torture
yanxinkaoda	interrogation by torture
yanxinkaoda	torture
yanye	strip leaf
yanye	strip-leaf
yanzao	nude picture
yanzhao	nude picture
yaoer	a prostitute
yaojie	(dialect) prostitute
yaojie	prostitute
yaosezijin	to commit suicide by biting off one's tongue
yaoshezhijin	to commit suicide by biting off one's tongue
yaoshezijin	to commit suicide by biting off one's tongue
yaoshezijing	to commit suicide by biting off one's tongue
yaoxianyingliu	drainage with medicated strip
yaoxianyinliu	drainage with medicated strip
yaoxianyinniu	drainage with medicated strip
yaoze	abortion
yaozhe	abortion
yapian	crude opium
yapian	gum opium
yapian	opium
yapian	opium (loanword)
yapian	opium taker
yapiande	opium
yapianding	opium tincture
yapianmaoyi	opium trade
yapianyin	opium addiction
yapianyin	opium-addiction
yapianyin	opium-habit
yapianying	opium addiction
yapianying	opium-addiction
yapianying	opium-habit
yapianzanzeng	opium war
yapianzanzeng	opium wars
yapianzanzeng	the Opium Wars of 1840-1842 and 1860-1861
yapianzanzeng	the opium war
yapianzhanzhen	opium war
yapianzhanzhen	opium wars
yapianzhanzhen	the Opium Wars of 1840-1842 and 1860-1861
yapianzhanzhen	the opium war
yapianzhanzheng	opium war
yapianzhanzheng	opium wars
yapianzhanzheng	the Opium Wars of 1840-1842 and 1860-1861
yapianzhanzheng	the opium war
yapianzhiji	opium preparations
yapianzhongdu	opium poisoning
yapianziji	opium preparations
yapianzongdu	opium poisoning
yatiao	hold down strip
yatiao	hold-down strip
yatiao	jonist strip
yatiao	press strip
yazi	male prostitute (slang)
ych	rape flower
ycht	rape flower
ycz	oilseed rape (Brassica campestris)
ycz	rape seed
ycz	rape-seed
ycz	rape-seeds
yczy	bird rape seed oil
yd	vagina
yda	cancer of vagina
yda	carcinoma of vagina
ydbs	atresia of vagina
ydbs	imperforate vagina
ydbs	obliteration of vagina
ydbz	zoo sperm
ydcs	contusion of vagina
ydde	fuck
yddm	artery of vagina
ydjc	examination per vagina
ydjc	per vagina examination
ydjc	visual inspection of vagina
ydjz	zoo sperm
ydq	fornix of vagina
ydqt	vestibule of the vagina
ydqt	vestibule of vagina
ydqt	vestibules of the vagina
ydss	injury of vagina
ydss	operation on vagina
ydxb	adenosis of vagina
ydxb	vagina adenosis
ydy	inflammation of the vulva or vagina
ydzl	adhesions of vagina
yecao	mistress or prostitute (old)
yechao	mistress or prostitute (old)
yeji	(slang) prostitute
yeji	prostitute
yemingsa	bat's feces
yemingsha	bat's feces
yeminsha	bat's feces
yeshou	beastiality
yesou	beastiality
yeyoucai	bird rape
yeyouchai	bird rape
yf	prostitute
yh	prostitute
yhfd	prostitute
yhn	prostitute
yhn	prostitute (esp. in Yuan theater)
yidingdianer	fuck
yikelaoshushihuaileyiguotang	lit. a piece of rat feces spoiled the whole pot of soup (idiom)
yikelaosusihuaileyiguotang	lit. a piece of rat feces spoiled the whole pot of soup (idiom)
yikenaoshushihuaineyiguotang	lit. a piece of rat feces spoiled the whole pot of soup (idiom)
yikuai	strip away
yililaoshushihuaileyiguozhou	lit. a piece of rat feces spoiled the whole pot of congee (idiom)
yililaoshushihuaileyiguozou	lit. a piece of rat feces spoiled the whole pot of congee (idiom)
yililaosusihuaileyiguozhou	lit. a piece of rat feces spoiled the whole pot of congee (idiom)
yimengting	loperamide (used to treat diarrhea)
yimenting	loperamide (used to treat diarrhea)
yimi	semen coicis
yinbianji	strip tensometer
yinbin	to entertain a customer (of prostitute)
yinchu	external genital
yincu	external genital
yindao	vagina
yindaobishuo	obliteration of vagina
yindaobisuo	obliteration of vagina
yindaoqianting	vestibule of the vagina
yindaoqianting	vestibules of the vagina
yindi	penis femineus
yindi	penis muliebris
yinfu	prostitute
yinfu	whore
yingao	inguinal testicle
yingao	retained testicle
yingao	undesceaded testicle
yingbianji	strip tensometer
yingbin	to entertain a customer (of prostitute)
yingbing	to entertain a customer (of prostitute)
yingchu	external genital
yingdao	vagina
yingdaobisuo	obliteration of vagina
yingdaoqianting	vestibule of the vagina
yingdaoqianting	vestibules of the vagina
yingdi	penis femineus
yingdi	penis muliebris
yingfu	prostitute
yingfu	whore
yinggao	inguinal testicle
yinggao	retained testicle
yinggao	undesceaded testicle
yingji	military prostitute
yingjing	penis
yingjingbaopi	preputium penis
yingjinghaimiantixiaoliang	trabeculae of corpus spongiosum of penis
yingjingjing	collum glandis penis
yingjingtou	caput penis
yingjue	to commit suicide
yingjunzi	opium addict
yingjunzi	opium eater
yingmei	whore master
yingru	to rape and insult
yingshu	opium poppies
yingshu	opium poppy
yingshu	opium poppy seed
yingshu	opium-poppy
yingshujian	opipramol opium alkaloids
yingshujian	opium alkaloids
yingshuke	opium poppy peel
yingshuke	opium poppy pericarp
yingshuzi	semen papaveris
yingsu	opium poppies
yingsu	opium poppy
yingsu	opium poppy seed
yingsu	opium-poppy
yingsujian	opipramol opium alkaloids
yingsujian	opium alkaloids
yingsuke	opium poppy peel
yingsuke	opium poppy pericarp
yingsuzhi	semen papaveris
yingsuzi	semen papaveris
yingxue	(coll.) vagina
yingzhuidou	semen ciceris arietini
yingzuidou	semen ciceris arietini
yininaoshushihuaineyiguozhou	lit. a piece of rat feces spoiled the whole pot of congee (idiom)
yinjin	penis
yinjinbaopi	preputium penis
yinjingbaopi	preputium penis
yinjinghaimiantixiaoliang	trabeculae of corpus spongiosum of penis
yinjinghaimiantixiaoniang	trabeculae of corpus spongiosum of penis
yinjingjing	collum glandis penis
yinjingtou	caput penis
yinjinhaimiantixiaoliang	trabeculae of corpus spongiosum of penis
yinjinjin	collum glandis penis
yinjintou	caput penis
yinjue	to commit suicide
yinjunzhi	opium addict
yinjunzhi	opium eater
yinjunzi	opium addict
yinjunzi	opium eater
yinmei	whore master
yinru	to rape and insult
yinsujian	opipramol opium alkaloids
yinsujian	opium alkaloids
yinsuke	opium poppy peel
yinsuke	opium poppy pericarp
yinsuzi	semen papaveris
yinxue	(coll.) vagina
yinzuidou	semen ciceris arietini
yiren	semen coicis
yireng	semen coicis
yishibugua	as naked as i was born
yishibugua	as naked as i was my mother bore me
yishibugua	as naked as my mother bore me
yishibugua	as naked as the day i was born
yishibugua	naked as a jaybird
yishibugua	naked as i was born
yishibugua	naked as i was my mother bore me
yishibugua	naked as my mother bore me
yishibugua	naked as the day i was born
yishibugua	naked as the day i was my mother bore me
yishibugua	not wearing one thread (idiom); absolutely naked
yishoushanghai	be naked to injury
yishu	suicide note
yisibugua	as naked as i was born
yisibugua	as naked as i was my mother bore me
yisibugua	as naked as my mother bore me
yisibugua	as naked as the day i was born
yisibugua	naked as a jaybird
yisibugua	naked as i was born
yisibugua	naked as i was my mother bore me
yisibugua	naked as my mother bore me
yisibugua	naked as the day i was born
yisibugua	naked as the day i was my mother bore me
yisibugua	not wearing one thread (idiom); absolutely naked
yisousanghai	be naked to injury
yisu	suicide note
yitahutu	fuck-up
yitiao	a strip of
yituanzao	fuck-up
yituanzao	goat fuck
yituanzhao	fuck-up
yituanzhao	goat fuck
yiweigaowan	ectopic testicle
yixingzhanzheng	dirtbag
yiyidaishui	(separated only by) a narrow strip of water
yiyidaisui	(separated only by) a narrow strip of water
yiyiren	semen coicis
yiyireng	semen coicis
yizhijin	strip of cloth worn around the head
yizijin	strip of cloth worn around the head
yizijing	strip of cloth worn around the head
yj	penis
yja	cancer of penis
yja	carcinoma of penis
yjb	dorsum of penis
yjb	dorsum penis
yjb	pressure strip
yjbp	preputium penis
yjbq	erection of penis
yjbq	penile erection
yjc	radix seu semen oenotherae
yjcs	contusion of penis
yjf	raphe of penis
yjf	raphe penis
yjf	rhaphe penis
yjg	ossa penis
yjg	penis bone
yjg	radices penis
yjg	radix penis
yjg	root of penis
yjgh	ossification of penis
yjhmtxl	trabeculae of corpus spongiosum of penis
yjj	collum penis
yjj	crus of penis
yjj	crus penis
yjj	neck of penis
yjjh	tuberculosis of penis
yjjx	deformity of penis
yjjz	incarceration of penis
yjjz	strangulation of penis
yjm	prostitute
yjm	prostitute (slang)
yjnz	cyst of penis
yjnz	distortion of penis
yjqs	absence of penis
yjqs	loss of penis
yjss	injury of penis
yjt	body of penis
yjt	corpora penis
yjt	corpus penis
yjxz	hematoma of penis
yjz	opium eater
yjzd	fracture of penis
yjzl	tumor of penis
yjzw	translocation of penis
yklsshlygt	lit. a piece of rat feces spoiled the whole pot of soup (idiom)
ylh	the Arrow (a Hong Kong registered ship involved in historical incident in 1856 used as pretext for the second Opium War)
ylhsj	the Arrow Incident of 1856 (used as pretext for the second Opium War)
yllsshlygz	lit. a piece of rat feces spoiled the whole pot of congee (idiom)
ylr	semen pruni
ylzw	oil crop (rape, peanut, soy, sesame etc)
yms	bat's feces
ymt	loperamide (used to treat diarrhea)
yongrouyan	with the naked eye
youcai	flowering edible rape (Brassica chinensis var. oleifera)
youcai	oil-seed rape
youcai	oilnavew bird rape
youcai	oilseed rape
youcai	oilseed rape (Brassica napus)
youcai	rape
youcai	rape plant
youcaihua	rape flower
youcaihuatian	rape flower
youcaizhi	oilseed rape (Brassica campestris)
youcaizhi	rape seed
youcaizhi	rape-seed
youcaizhi	rape-seeds
youcaizhiyou	bird rape seed oil
youcaizi	oilseed rape (Brassica campestris)
youcaizi	rape seed
youcaizi	rape-seed
youcaizi	rape-seeds
youcaiziyou	bird rape seed oil
youchai	flowering edible rape (Brassica chinensis var. oleifera)
youchai	oil-seed rape
youchai	oilnavew bird rape
youchai	oilseed rape
youchai	oilseed rape (Brassica napus)
youchai	rape
youchai	rape plant
youchaihua	rape flower
youchaihuatian	rape flower
youchaizi	oilseed rape (Brassica campestris)
youchaizi	rape seed
youchaizi	rape-seed
youchaizi	rape-seeds
youchaiziyou	bird rape seed oil
youchi	underage prostitute
youci	underage prostitute
youdongbaozhi	zoo sperm
youdongbaozi	zoo sperm
youdongjingzhi	zoo sperm
youdongjingzi	zoo sperm
youdongjinzi	zoo sperm
youliaozhuowu	oil crop (rape, peanut, soy, sesame etc)
youliaozuowu	oil crop (rape, peanut, soy, sesame etc)
youmai	naked oat
youmai	naked oat (Avena nuda)
youmai	naked oat (old)
youmai	naked oats
youniaozuowu	oil crop (rape, peanut, soy, sesame etc)
youxiangdangbiaozhiyouxianglipaifang	lit. to lead the life of a whore but still want a monument put up to one's chastity (idiom)
youxiangdangbiaoziyouxianglipaifang	lit. to lead the life of a whore but still want a monument put up to one's chastity (idiom)
youxiangdangbiaoziyouxiangnipaifang	lit. to lead the life of a whore but still want a monument put up to one's chastity (idiom)
yp	opium
ypd	opium
ypd	opium tincture
ypmy	opium trade
ypy	opium addiction
ypy	opium-addiction
ypy	opium-habit
ypzd	opium poisoning
ypzj	opium preparations
ypzz	opium war
ypzz	opium wars
ypzz	the Opium Wars of 1840-1842 and 1860-1861
ypzz	the opium war
yqjm	vagina bulbi
yqsj	benefiting qi for consolidating semen
yry	with the naked eye
ysbg	as naked as i was born
ysbg	as naked as i was my mother bore me
ysbg	as naked as my mother bore me
ysbg	as naked as the day i was born
ysbg	naked as a jaybird
ysbg	naked as i was born
ysbg	naked as i was my mother bore me
ysbg	naked as my mother bore me
ysbg	naked as the day i was born
ysbg	naked as the day i was my mother bore me
ysbg	not wearing one thread (idiom); absolutely naked
ysk	opium poppy peel
ysk	opium poppy pericarp
yssh	be naked to injury
yszj	to commit suicide by biting off one's tongue
ytht	fuck-up
yts	genus Brassica (cabbage, rape etc)
ytz	bird rape seed
ytz	fuck-up
ytz	goat fuck
ytz	rape
ytz	rape (Brassica campestris L.)
yuanben	progenitor
yuanjiaomei	prostitute
yuanjiaomei	prostitute (slang)
yuejiancao	radix seu semen oenotherae
yuejianchao	radix seu semen oenotherae
yuepao	get the fuck
yueyueyushi	tail
yujin	(literary) penis
yujin	penis
yujing	(literary) penis
yunshi	semen caesalpiniae decapetalae
yuntai	bird rape leaf
yuntai	rape
yuntai	rape (plant)
yuntaishu	genus Brassica (cabbage, rape etc)
yuntaisu	genus Brassica (cabbage, rape etc)
yuntaizhi	bird rape seed
yuntaizhi	rape
yuntaizhi	rape (Brassica campestris L.)
yuntaizhi	semen brassicae campestris
yuntaizi	bird rape seed
yuntaizi	rape
yuntaizi	rape (Brassica campestris L.)
yuntaizi	semen brassicae campestris
yuren	rainier
yushua	rain strip
ywgw	ectopic testicle
ywlc	medical abortion
yxbg	torture'
yxdbzyxlpf	lit. to lead the life of a whore but still want a monument put up to one's chastity (idiom)
yxkd	interrogation by torture
yxkd	torture
yxyl	drainage with medicated strip
yyc	bird rape
yyds	(separated only by) a narrow strip of water
yyr	coicis semen
yyr	semen coicis
yzj	strip of cloth worn around the head
zadao	plug-in strip
zadaokaiguan	plug in strip
zadaokaiguan	plug-in strip
zangchunru	Iris Chang (1968-2004), Chinese American historian and author of the Rape of Nanjing
zanghanxie	diarrhea with cold
zanglixingniaoshijin	stress incontinence of urine
zanxin	squeezing the fingers between sticks (old form of torture)
zanxing	squeezing the fingers between sticks (old form of torture)
zanzhi	to squeeze the fingers (old form of torture)
zanzi	sticks used for squeezing the fingers (old form of torture)
zanzi	to squeeze the fingers (old form of torture)
zaobian	strip searched
zaopian	strip of soap
zazhong	fuck
zazong	fuck
zcr	Iris Chang (1968-2004), Chinese American historian and author of the Rape of Nanjing
zdkg	plug in strip
zdkg	plug-in strip
zdn	medistream urine
zdn	mid-portion urine
zdn	midstream urine
zemo	to torture
zemo	torture
zengxiang	image erection
zengzhong	dynamite
zfx	fatty diarrhea
zhadao	plug-in strip
zhadaokaiguan	plug in strip
zhadaokaiguan	plug-in strip
zhanfuying	caging
zhangchunru	Iris Chang (1968-2004), Chinese American historian and author of the Rape of Nanjing
zhangcunru	Iris Chang (1968-2004), Chinese American historian and author of the Rape of Nanjing
zhanghanxie	diarrhea with cold
zhanglixingliaoshijin	stress incontinence of urine
zhanglixingniaoshijin	stress incontinence of urine
zhanglixingniaoshijing	stress incontinence of urine
zhanglixingniaosijin	stress incontinence of urine
zhanglixinniaoshijin	stress incontinence of urine
zhangnixingniaoshijin	stress incontinence of urine
zhanxing	squeezing the fingers between sticks (old form of torture)
zhanzhi	sticks used for squeezing the fingers (old form of torture)
zhanzhi	to squeeze the fingers (old form of torture)
zhaobian	strip searched
zhaopian	strip of soap
zhazhong	fuck
zhazi	feces
zhemo	to torture
zhemo	torture
zhengxiang	image erection
zhengzi	semen coryli heterophyllae
zhenhanrenxin	scourging
zhenzi	semen coryli heterophyllae
zhibao	suicide
zhibao	suicide bombing
zhicengdai	tac-strip
zhichendai	tac-strip
zhichengdai	tac-strip
zhidai	strip chart
zhifangxie	fatty diarrhea
zhijin	commit suicide
zhijin	suicide
zhilengti	a gent
zhili	erection
zhinengti	a gent
zhinenti	a gent
zhini	erection
zhiqiang	commit suicide
zhiqumiewang	suicide
zhisha	commit suicide
zhisha	commits suicide
zhisha	committing suicide
zhisha	suicide
zhisha	suicide belt
zhisha	suicide oneself
zhisha	suicide-belt
zhisha	to attempt suicide
zhisha	to commit suicide
zhishaan	murder-suicide
zhishadiwu	suicide substrate
zhishadiwu	suicide substrates
zhishalv	suicide rate
zhishaqitu	attempted suicide
zhishaqitu	suicide attempt
zhishaqitu	suicide attempts
zhishashenwang	committed suicide
zhishashi	suicide
zhishashi	suicide (attack)
zhishashibaozha	suicide bombing
zhishashizhadan	a suicide bomb
zhishashizhadan	suicide bomb
zhishaweisui	attempted suicide
zhishaweisui	incomplete suicide
zhishaweisui	suicide attempt
zhishaxingwei	suicide
zhishaxingwei	suicide act
zhishayinian	suicide ideation
zhishazhadanshashou	suicide bomber
zhishazhe	suicide
zhitiao	paper strip
zhixianweiqiao	vagina fibrosa digitorum manus
zhixianweiqiao	vagina fibrosa digitorum pedis
zhixie	anti-diarrhea
zhixie	checking diarrhea
zhizhang	fuck-tard
zhongdian	cruel torture
zhongduanliao	medistream urine
zhongduanliao	mid-portion urine
zhongduanliao	midstream urine
zhongduanniao	medistream urine
zhongduanniao	mid-portion urine
zhongduanniao	midstream urine
zhongguo	to fuck someone
zhongjiandidai	middle strip
zhongjin	penis
zhongjin	penis (Chinese medicine)
zhongren	semen capparis masaikai
zhongren	semen castanopsis fargesii
zhongren	semen castanopsis tibetanae
zhongren	semen cucurbitae melonaeformis
zhongren	semen cyclogalanopsis glaucae
zhongren	semen hodgsoniae
zhongren	semen juglandis cathayensis
zhongren	semen pruni salicinae
zhongren	semen querci acutissimae
zhongren	semen querci liaotungensis
zhongreng	semen capparis masaikai
zhongreng	semen castanopsis fargesii
zhongreng	semen castanopsis tibetanae
zhongreng	semen cucurbitae melonaeformis
zhongreng	semen cyclogalanopsis glaucae
zhongreng	semen hodgsoniae
zhongreng	semen juglandis cathayensis
zhongreng	semen pruni salicinae
zhongreng	semen querci acutissimae
