pinyin_key	rank	candidate
tuzhaichang	9	slaughter-houses
tuzhaichejian	1	slaughter hall
tuzhaishui	2	slaughter tax
tuzhaishui	3	animal slaughter tax
tuzhaishui	4	slaughter house tax
tuzhaizhi	1	bastard
tx	49	homosexual
txa	1	homosexual
txhy	9	homosexual marriage
txl	22	homosexual
txl	49	anti-homosexual
txld	5	homosexual
txln	1	homosexual males
txlz	1	homosexual
txlz	22	homosexual person
txxl	13	piss in a quill
tyf	1	undress
tz	14	homosexual
tzc	9	slaughter house
tzc	10	slaughter-house
tzc	11	slaughter-houses
tzcj	1	slaughter hall
tzs	44	slaughter tax
tzs	47	animal slaughter tax
tzs	48	slaughter house tax
tzz	4	bastard
waisanghuatai	1	traumatic abortion
waisengzhiqi	4	external genital organ
waisengzhiqi	5	external genital organs
waishanghuatai	1	traumatic abortion
waishengzhiqi	4	external genital organ
waishengzhiqi	5	external genital organs
waishengziqi	4	external genital organ
waishengziqi	5	external genital organs
waishenzhiqi	4	external genital organ
waishenzhiqi	5	external genital organs
waiyinbu	2	genital
waiyinbu	4	the genital organs
waiyingbu	2	genital
waiyingbu	4	the genital organs
walaqi	1	penis and testes of fur seal (used in TCM)
wanaqi	1	penis and testes of fur seal (used in TCM)
wangbadan	1	bastard
wangbadan	2	bastard (insult)
wangbadan	3	son of a bitch
wangbadan	5	son of bitch
wangbadan	8	sons-of-a-bitch
wangbagaozhi	1	bastard
wangbagaozhi	2	son of a bitch
wangbagaozi	1	bastard
wangbagaozi	2	son of a bitch
wangchong	1	Internet addict
wangcong	1	Internet addict
wangyuesa	2	faeces leporis
wangyuesha	2	faeces leporis
wanpi	4	piss and vinegar
wanqimeidu	1	late syphilis
wanqimeidu	3	syphilis tertiaria
wbd	1	bastard
wbd	3	bastard (insult)
wbd	4	son of a bitch
wbd	27	son of bitch
wbd	31	sons-of-a-bitch
wbgz	1	bastard
wbgz	2	son of a bitch
weisengtao	1	condom
weishengtao	1	condom
weishentao	1	condom
wldr	10	wank stain
wldr	11	wank stains
wlz	64	faeces trogopteri
wnq	3	penis and testes of fur seal (used in TCM)
wode	10	scare the shit out of me
wqmd	1	late syphilis
wqmd	3	syphilis tertiaria
wsht	2	traumatic abortion
wst	1	condom
wuliaoderen	9	wank stain
wuliaoderen	10	wank stains
wuliaodereng	9	wank stain
wuliaodereng	10	wank stains
wulingzhi	2	faeces trogopteri
wulingzhi	5	faeces trogopterori
wulingzhi	6	faeces trogopterorum
wulingzhi	7	faeces of flying squirrel
wulingzi	2	faeces trogopteri
wulingzi	5	faeces trogopterori
wulingzi	6	faeces trogopterorum
wulingzi	7	faeces of flying squirrel
wulinzhi	2	faeces trogopteri
wulinzhi	5	faeces trogopterori
wulinzhi	6	faeces trogopterorum
wulinzhi	7	faeces of flying squirrel
wuniaoderen	9	wank stain
wuniaoderen	10	wank stains
wuningzhi	2	faeces trogopteri
wuningzhi	5	faeces trogopterori
wuningzhi	6	faeces trogopterorum
wuningzhi	7	faeces of flying squirrel
wutongzhi	4	semen firmianae
wutongzi	2	semen firmianae
wuyindao	3	absence of vagina
wuyingdao	3	absence of vagina
wyb	4	genital
xb	8	idiot
xb	23	urinate
xbtt	1	piss pins and needles
xcaz	2	field erection
xcaz	5	site erection
xcgz	7	small bowel obstruction
xcj	18	small bowel endoscope
xcjjc	1	small bowel endoscopy
xdd	1	penis
xdpgnl	1	shit scared
xdpgnl	2	shit-scared
xdpgnl	3	shit one's pants
xdpgnl	5	shit in one's pants
xdy	45	piss down
xfgc	1	orgasm
xfyc	1	go ape-shit
xgc	2	orgasm
xh	17	urinate
xiadayu	3	piss down
xiade	7	scare the shit out of
xiadepigunliaoliu	1	shit scared
xiadepigunliaoliu	2	shit-scared
xiadepigunliaoliu	3	shit one's pants
xiadepigunliaoliu	5	shit in one's pants
xiadepigunniaoliu	1	shit scared
xiadepigunniaoliu	2	shit-scared
xiadepigunniaoliu	3	shit one's pants
xiadepigunniaoliu	5	shit in one's pants
xiadepigunniaoniu	1	shit scared
xiadepigunniaoniu	2	shit-scared
xiadepigunniaoniu	3	shit one's pants
xiadepigunniaoniu	5	shit in one's pants
xiahu	31	shit up
xiali	3	bowel complaint
xialiao	4	shoot the shit
xiangpitao	2	condom
xiangshidou	1	abri semen
xiangshizi	1	abri semen
xiangshizi	4	semen abri
xiangsidou	1	abri semen
xiangsizhi	1	abri semen
xiangsizhi	4	semen abri
xiangsizi	1	abri semen
xiangsizi	4	semen abri
xiani	10	bowel complaint
xianiao	6	shoot the shit
xianliao	55	shoot the shit
xianniao	60	shoot the shit
xiantianmeidu	1	inherited syphilis
xiantianmeidu	2	prenatal syphilis
xiantianmeidu	3	congenital syphilis
xiantianmeidu	9	syphilis hereditaria
xiantianxingmeidu	2	syphilis congenita
xiantianxinmeidu	2	syphilis congenita
xianzaoliuchan	1	incipient abortion
xianzaoliuchan	2	threatened abortion
xianzaozixian	4	abortion threatened
xianzhaoliucan	1	incipient abortion
xianzhaoliucan	2	threatened abortion
xianzhaoliuchan	1	incipient abortion
xianzhaoliuchan	2	threatened abortion
xianzhaoniuchan	1	incipient abortion
xianzhaoniuchan	2	threatened abortion
xianzhaozhixian	4	abortion threatened
xianzhaozixian	4	abortion threatened
xiaobai	3	idiot
xiaobian	2	urinate
xiaobian	4	to urinate
xiaobian	12	piss
xiaobian	42	take a piss
xiaobian	43	taken a piss
xiaobian	44	takes a piss
xiaobian	45	taking a piss
xiaobian	46	took a piss
xiaobiantengtong	1	piss pins and needles
xiaocang	8	small bowel
xiaocang	11	small-bowel
xiaocanggengzu	1	small bowel obstruction
xiaocangjing	1	small bowel endoscope
xiaocangjingjianca	1	small bowel endoscopy
xiaochan	3	an abortion
xiaochang	5	small bowel
xiaochang	8	small-bowel
xiaochanggengzhu	1	small bowel obstruction
xiaochanggengzu	1	small bowel obstruction
xiaochanggenzu	1	small bowel obstruction
xiaochangjin	1	small bowel endoscope
xiaochangjing	1	small bowel endoscope
xiaochangjingjiancha	1	small bowel endoscopy
xiaochangjinjiancha	1	small bowel endoscopy
xiaodidi	1	penis
xiaodidi	2	(coll.) penis
xiaogong	2	(slang) top (in a homosexual relationship)
xiaohao	3	urinate
xiaohao	5	to urinate
xiaohundan	1	little shit
xiaojie	11	urinate
xiaojie	17	to urinate
xiaojiji	1	penis
xiaojiji	2	penis (child's word)
xiaomie	45	slaughter
xiaomugou	1	puppy bitch
xiaoniao	1	penis
xiaoniao	2	penis (kiddie term)
xiaosenjing	3	nervus cavernosus penis major
xiaoshenjin	3	nervus cavernosus penis major
xiaoshenjing	3	nervus cavernosus penis major
xiaoshou	15	(slang) bottom (in a homosexual relationship)
xiaoshuanganyou	58	nitrozell retard
xiaoshuanyishanlizhi	16	nitro isoket retard
xiaosou	15	(slang) bottom (in a homosexual relationship)
xiaosuanganyou	58	nitrozell retard
xiaosuanyisanlizhi	16	nitro isoket retard
xiaosuanyishanlizhi	16	nitro isoket retard
xiaosuanyishanlizi	16	nitro isoket retard
xiaosuanyishannizhi	16	nitro isoket retard
xiaoyingjing	1	smallness of penis
xiaoyinjin	1	smallness of penis
xiaoyinjing	1	smallness of penis
xiapodan	3	shit scared
xiapodan	4	shit-scared
xiedu	29	piss on
xieduzhi	2	loose bowels
xieduzi	2	loose bowels
xiemiao	2	semen
xiete	1	shit! (loanword)
xinbin	13	gonorrhea venereal disease
xinbin	15	syphilis venereal disease
xinfengaochao	1	orgasm
xinfenyichang	1	go ape-shit
xingaochao	2	orgasm
xingbing	13	gonorrhea venereal disease
xingbing	15	syphilis venereal disease
xingfengaocao	1	orgasm
xingfengaochao	1	orgasm
xingfenggaochao	1	orgasm
xingfengyichang	1	go ape-shit
xingfenyicang	1	go ape-shit
xingfenyichang	1	go ape-shit
xinggaocao	2	orgasm
xinggaochao	2	orgasm
xingjiaogaocao	1	orgasm
xingjiaogaochao	1	orgasm
xingle	1	orgasm
xingnacui	1	neo nazi
xingnacuizhuyi	1	nazi-era
xingne	1	orgasm
xingqiqi	2	genital phase
xingqiqi	3	genital phases
xingqiqi	4	genital stage
xingxueguanmeidu	1	cardiovascular syphilis
xingyingzhe	1	sex addict
xingyinze	1	sex addict
xingyinzhe	1	sex addict
xingyugaocao	1	orgasm
xingyugaocaoyicang	1	orgasm abnormal
xingyugaochao	1	orgasm
xingyugaochaoyichang	1	orgasm abnormal
xinjiaogaochao	1	orgasm
xinlacui	1	neo nazi
xinlacuizhuyi	1	nazi-era
xinle	2	orgasm
xinnachui	1	neo nazi
xinnachuizhuyi	1	nazi-era
xinnacui	1	neo nazi
xinnacuizhuyi	1	nazi-era
xinnacuizuyi	1	nazi-era
xinqiqi	2	genital phase
xinqiqi	3	genital phases
xinqiqi	4	genital stage
xinxueguanmeidu	1	cardiovascular syphilis
xinyinzhe	1	sex addict
xinyugaochao	1	orgasm
xinyugaochaoyichang	1	orgasm abnormal
xixue	8	loose bowels
xixue	10	to have the runs
xjgc	1	orgasm
xjj	1	penis
xlch	1	bloodbath
xmg	9	puppy bitch
xnc	7	neo nazi
xnczy	1	nazi-era
xp	25	bloodbath
xpd	37	shit scared
xpd	38	shit-scared
xpt	5	condom
xr	22	cripple
xsgy	64	nitrozell retard
xsyslz	16	nitro isoket retard
xtmd	1	inherited syphilis
xtmd	2	prenatal syphilis
xtmd	3	congenital syphilis
xtmd	9	syphilis hereditaria
xtxmd	2	syphilis congenita
xueliucenghe	1	bloodbath
xueliuchenghe	1	bloodbath
xueliuchenhe	1	bloodbath
xueniuchenghe	1	bloodbath
xuepo	1	bloodbath
xueruo	1	cripple
xueruo	4	to cripple
xushuizi	5	semen euphorbiae lathyridis
xusuizhi	5	semen euphorbiae lathyridis
xusuizi	5	semen euphorbiae lathyridis
xxgmd	1	cardiovascular syphilis
xygc	1	orgasm
xygcyc	1	orgasm abnormal
xzlc	2	incipient abortion
xzlc	3	threatened abortion
yanchi	36	retard
yanchiqi	5	retard chamber
yanchishijian	2	retard time
yanchisijian	2	retard time
yanci	53	retard
yanciqi	5	retard chamber
yancishijian	2	retard time
yangceqianzi	3	semen pulicariae
yangcheqianzhi	3	semen pulicariae
yangcheqianzi	3	semen pulicariae
yangdao	1	penis
yangju	1	penis
yangwu	1	penis
yanhuan	3	retard
yanhuan	6	to retard
yanxinchangjibin	1	inflammatory bowel diseases
yanxingcangjibing	1	inflammatory bowel diseases
yanxingchangjibing	1	inflammatory bowel diseases
yanzengxingchangbing	1	inflammatory bowel disease
yanzhengxinchangbin	1	inflammatory bowel disease
yanzhengxingcangbing	1	inflammatory bowel disease
yanzhengxingchangbing	1	inflammatory bowel disease
yanzhenxingchangbing	1	inflammatory bowel disease
yaoliu	1	medical abortion
yaoniu	1	medical abortion
yaowuduotai	1	medical abortion
yaowulanyong	2	cocaine abuse
yaowuliucan	1	medical abortion
yaowuliuchan	1	medical abortion
yaowunanyong	2	cocaine abuse
yaowuniuchan	1	medical abortion
yaoyongdama	1	medical marijuana
yaoyongdama	2	medical-marijuana
yaoze	4	abort
yaozhe	4	abort
yating	1	bastard
yating	3	(Beijing dialect) bastard
ybyf	14	depronal retard
ycq	19	retard chamber
ycqz	5	semen pulicariae
ycsj	11	retard time
yczd	6	to abort
yczz	8	abnormal termination abort
ydbhs	3	closure of vagina
ydbsqcs	1	excision of lesion of vagina
ydgds	1	fixation of vagina
ydgds	2	suspension of vagina
ydgqks	2	incision of septum of vagina
ydgz	2	dryness of vagina
ydhg	3	transverse septum of vagina
ydhg	4	trausverse septae of vagina
ydjb	3	disease of vagina
ydjc	5	examination of vagina
ydky	1	ulcer of vagina
ydkzs	1	dilation of vagina
ydls	4	rupture of vagina
ydndlj	1	urethral carina of vagina
ydnz	2	cyst of vagina
ydnzjb	2	candidiasis of vagina
ydpl	2	laceration of vagina
ydptxnz	1	embryonal cyst of vagina
ydqks	2	incision of vagina
ydqr	3	absence of vagina
ydqtw	3	vestibular fossa of vagina
ydqtw	4	fossa of vestibule of vagina
ydspnzl	1	vagina intraepithelial neoplasia
ydsy	5	pruritus of vagina
ydtc	2	falling of vagina
ydtc	3	prolapse of vagina
ydxcs	1	construction of vagina
ydxr	1	polyp of vagina
ydxz	2	stenosis of vagina
ydxz	3	stricture of vagina
ydxz	5	hematoma of vagina
ydywa	1	carcinoma in situ of vagina
ydzg	4	longitudinal septae of vagina
ydzl	2	vagina neoplasm
ydzl	5	tumor of vagina
ydzlsjs	1	lysis of adhesions of vagina
ydzzs	2	reconstruction of vagina
yehu	3	piss-pot
yehu	4	piss-pots
yemingsa	5	bat faeces
yemingsa	8	faeces vespertilionis
yemingsha	5	bat faeces
yemingsha	8	faeces vespertilionis
yeminsha	5	bat faeces
yeminsha	8	faeces vespertilionis
yeqiao	1	vagina
yezhong	1	bastard
yezong	1	bastard
yfq	1	condom
yhlb	5	John Rabe (1882-1950), German who helped protect Chinese during the Nanking massacre period
yicangzhongduan	1	to abort
yicangzhongzhi	3	abnormal termination abort
yichangzhongduan	1	to abort
yichangzhongzhi	3	abnormal termination abort
yichangzongduan	1	to abort
yichangzongzi	3	abnormal termination abort
yihao	4	(slang) top (in a homosexual relationship)
yilu	1	massacre
yilu	7	to massacre
yimie	2	massacre
yimie	3	to massacre
yincan	2	induced abortion
yinchan	2	induced abortion
yindaoai	1	cancer of vagina
yindaoai	2	carcinoma of vagina
yindaobiheshu	3	closure of vagina
yindaobihesu	3	closure of vagina
yindaobingshunqiechushu	1	excision of lesion of vagina
yindaobingsunqiechushu	1	excision of lesion of vagina
yindaobingsunqiechusu	1	excision of lesion of vagina
yindaobingsunqiecushu	1	excision of lesion of vagina
yindaobinsunqiechushu	1	excision of lesion of vagina
yindaobishuo	2	imperforate vagina
yindaobishuo	5	atresia of vagina
yindaobisuo	2	imperforate vagina
yindaobisuo	5	atresia of vagina
yindaochuoshang	1	contusion of vagina
yindaocuosang	1	contusion of vagina
yindaocuoshang	1	contusion of vagina
yindaodongmai	3	artery of vagina
yindaoganzao	2	dryness of vagina
yindaoganzhao	2	dryness of vagina
yindaogeqiekaishu	2	incision of septum of vagina
yindaogeqiekaisu	2	incision of septum of vagina
yindaogudingshu	1	fixation of vagina
yindaogudingsu	1	fixation of vagina
yindaogudingsu	2	suspension of vagina
yindaohenge	3	transverse septum of vagina
yindaohenge	4	trausverse septae of vagina
yindaohengge	3	transverse septum of vagina
yindaohengge	4	trausverse septae of vagina
yindaojianca	2	examination of vagina
yindaojianca	3	examination per vagina
yindaojianca	4	per vagina examination
yindaojianca	5	visual inspection of vagina
yindaojiancha	2	examination of vagina
yindaojiancha	3	examination per vagina
yindaojiancha	4	per vagina examination
yindaojiancha	5	visual inspection of vagina
yindaojibin	3	disease of vagina
yindaojibing	3	disease of vagina
yindaokuiyang	1	ulcer of vagina
yindaokuozangshu	1	dilation of vagina
yindaokuozhangshu	1	dilation of vagina
yindaokuozhangsu	1	dilation of vagina
yindaolangzhong	2	cyst of vagina
yindaolianzhujunbing	2	candidiasis of vagina
yindaoliaodaolongji	1	urethral carina of vagina
yindaoliesang	2	rupture of vagina
yindaolieshang	2	rupture of vagina
yindaonangzhong	2	cyst of vagina
yindaonangzong	2	cyst of vagina
yindaonianzhujunbin	2	candidiasis of vagina
yindaonianzhujunbing	2	candidiasis of vagina
yindaonianzujunbing	2	candidiasis of vagina
yindaoniaodaolongji	1	urethral carina of vagina
yindaoniaodaonongji	1	urethral carina of vagina
yindaonieshang	2	rupture of vagina
yindaopeitaixinglangzhong	1	embryonal cyst of vagina
yindaopeitaixingnangzhong	1	embryonal cyst of vagina
yindaopeitaixingnangzong	1	embryonal cyst of vagina
yindaopeitaixinnangzhong	1	embryonal cyst of vagina
yindaopolie	2	laceration of vagina
yindaoponie	2	laceration of vagina
yindaoqianting	5	vestibule of vagina
yindaoqiantingwo	3	vestibular fossa of vagina
yindaoqiantingwo	4	fossa of vestibule of vagina
yindaoqiekaishu	2	incision of vagina
yindaoqiekaisu	2	incision of vagina
yindaoqiong	1	fornix of vagina
yindaoqueru	1	absence of vagina
yindaosangpineizhongliu	1	vagina intraepithelial neoplasia
yindaosaoyang	2	pruritus of vagina
yindaoshangpileizhongliu	1	vagina intraepithelial neoplasia
yindaoshangpineizhongliu	1	vagina intraepithelial neoplasia
yindaoshangpineizhongniu	1	vagina intraepithelial neoplasia
yindaoshangpineizongliu	1	vagina intraepithelial neoplasia
yindaoshaoyang	2	pruritus of vagina
yindaoshoushu	1	operation on vagina
yindaoshunshang	2	injury of vagina
yindaosousu	1	operation on vagina
yindaosunsang	2	injury of vagina
yindaosunshang	2	injury of vagina
yindaotuochui	2	falling of vagina
yindaotuochui	3	prolapse of vagina
yindaotuocui	2	falling of vagina
yindaotuocui	3	prolapse of vagina
yindaoxianbin	2	vagina adenosis
yindaoxianbin	4	adenosis of vagina
yindaoxianbing	2	vagina adenosis
yindaoxianbing	4	adenosis of vagina
yindaoxiazai	2	stenosis of vagina
yindaoxiazai	3	stricture of vagina
yindaoxiazhai	2	stenosis of vagina
yindaoxiazhai	3	stricture of vagina
yindaoxinchengshu	1	construction of vagina
yindaoxingcengshu	1	construction of vagina
yindaoxingchengshu	1	construction of vagina
yindaoxingchengsu	1	construction of vagina
yindaoxingchenshu	1	construction of vagina
yindaoxirou	1	polyp of vagina
yindaoxuezhong	2	hematoma of vagina
yindaoxuezong	2	hematoma of vagina
yindaoyan	2	inflammation of the vulva or vagina
yindaoyang	1	itching of vagina
yindaoyuanweiai	1	carcinoma in situ of vagina
yindaozaizaoshu	2	reconstruction of vagina
yindaozaizaosu	2	reconstruction of vagina
yindaozanlian	1	adhesions of vagina
yindaozanliansongjieshu	1	lysis of adhesions of vagina
yindaozhaizhaoshu	2	reconstruction of vagina
yindaozhanlian	1	adhesions of vagina
yindaozhanliansongjieshu	1	lysis of adhesions of vagina
yindaozhanliansongjiesu	1	lysis of adhesions of vagina
yindaozhannian	1	adhesions of vagina
yindaozhanniansongjieshu	1	lysis of adhesions of vagina
yindaozhongge	3	longitudinal septae of vagina
yindaozhongliu	1	vagina neoplasm
yindaozhongliu	4	tumor of vagina
yindaozhongniu	1	vagina neoplasm
yindaozhongniu	4	tumor of vagina
yindaozongge	3	longitudinal septae of vagina
yindaozongliu	1	vagina neoplasm
yindaozongliu	4	tumor of vagina
yinfu	36	a bitch in heat
yingchan	2	induced abortion
yingdaoai	1	cancer of vagina
yingdaoai	2	carcinoma of vagina
yingdaobiheshu	3	closure of vagina
yingdaobingsunqiechushu	1	excision of lesion of vagina
yingdaobisuo	2	imperforate vagina
yingdaobisuo	5	atresia of vagina
yingdaocuoshang	1	contusion of vagina
yingdaodongmai	3	artery of vagina
yingdaoganzao	2	dryness of vagina
yingdaogeqiekaishu	2	incision of septum of vagina
yingdaogudingshu	1	fixation of vagina
yingdaogudingshu	2	suspension of vagina
yingdaohengge	3	transverse septum of vagina
yingdaohengge	4	trausverse septae of vagina
yingdaojiancha	2	examination of vagina
yingdaojiancha	3	examination per vagina
yingdaojiancha	4	per vagina examination
yingdaojiancha	5	visual inspection of vagina
yingdaojibing	3	disease of vagina
yingdaokuiyang	1	ulcer of vagina
yingdaokuozhangshu	1	dilation of vagina
yingdaolieshang	2	rupture of vagina
yingdaonangzhong	2	cyst of vagina
yingdaonianzhujunbing	2	candidiasis of vagina
yingdaoniaodaolongji	1	urethral carina of vagina
yingdaopeitaixingnangzhong	1	embryonal cyst of vagina
yingdaopolie	2	laceration of vagina
yingdaoqianting	5	vestibule of vagina
yingdaoqiantingwo	3	vestibular fossa of vagina
yingdaoqiantingwo	4	fossa of vestibule of vagina
yingdaoqiekaishu	2	incision of vagina
yingdaoqiong	1	fornix of vagina
yingdaoqueru	1	absence of vagina
yingdaosaoyang	2	pruritus of vagina
yingdaoshangpineizhongliu	1	vagina intraepithelial neoplasia
yingdaoshoushu	1	operation on vagina
yingdaosunshang	2	injury of vagina
yingdaotuochui	2	falling of vagina
yingdaotuochui	3	prolapse of vagina
yingdaoxianbing	2	vagina adenosis
yingdaoxianbing	4	adenosis of vagina
yingdaoxiazhai	2	stenosis of vagina
yingdaoxiazhai	3	stricture of vagina
yingdaoxingchengshu	1	construction of vagina
yingdaoxirou	1	polyp of vagina
yingdaoxuezhong	2	hematoma of vagina
yingdaoyan	2	inflammation of the vulva or vagina
yingdaoyang	1	itching of vagina
yingdaoyuanweiai	1	carcinoma in situ of vagina
yingdaozaizaoshu	2	reconstruction of vagina
yingdaozhanlian	1	adhesions of vagina
yingdaozhanliansongjieshu	1	lysis of adhesions of vagina
yingdaozhongliu	1	vagina neoplasm
yingdaozhongliu	4	tumor of vagina
yingdaozongge	3	longitudinal septae of vagina
yinghang	49	wank bank
yingjingai	1	carcinoma penis
yingjingai	4	cancer of penis
yingjingai	5	carcinoma of penis
yingjingaiqianqibingbian	1	precancerous lesion of penis
yingjingamibabing	1	amoebiasis of penis
yingjingbaohannangzhong	1	inclusion cyst of penis
yingjingbaopi	2	foreskin of penis
yingjingbaopi	3	prepuce of penis
yingjingbaopi	4	praeputium penis
yingjingbei	1	dorsum penis
yingjingbei	2	dorsum of penis
yingjingbeiqianjingmai	1	superficial dorsal veins of penis
yingjingbeiqianjingmai	2	venae dorsales penis superficiales
yingjingbeiqianjingmai	3	venae dorsales penis superficialess
yingjingbeiqianjingmai	4	venae dorsales superfciales penis
yingjingbeiqianjingmai	5	venae dorsales superficiales penis
yingjingbeishenjingmai	1	deep dorsal vein of penis
yingjingbeishenjingmai	2	vena dorsalis penis profunda
yingjingbeishenjingmai	3	vena dorsalis profunda penis
yingjingbingsunqiechushu	1	excision of lesion on penis
yingjingboqi	3	penile erection
yingjingboqi	4	erection of penis
yingjingbufenqiechushu	1	partial amputation of penis
yingjingcuoshang	1	contusion of penis
yingjingfangxianjunbing	1	actinomycosis of penis
yingjingfeng	1	raphe penis
yingjingfeng	2	rhaphe penis
yingjingfeng	3	raphe of penis
yingjingganzhouzheng	1	kraurosis penis
yingjingganzhouzheng	2	kraurosis of penis
yingjinggen	1	radix penis
yingjinggen	2	root of penis
yingjinggen	3	radices penis
yingjinggu	1	ossa penis
yingjinggu	3	penis bone
yingjingguhua	1	ossification of penis
yingjinghaimiantibaimo	1	albuginea of cavernous body of penis
yingjinghaimiantiqiang	1	caverns of corpora cavernosa penis
yingjinghaimiantiqiang	2	caverns of cavernous body of penis
yingjinghaimiantiqiang	3	cavernae corporum cavernosorum penis
yingjinghaimiantishenjing	1	cavernous nerve of penis
yingjinghaimiantishenjing	2	cavernous nerves of penis
yingjinghaimiantishenjing	3	nervi cavernosi penis
yingjinghaimiantixiaoliang	1	trabeculae corporum cavernosorum penis
yingjinghaimiantixiaoliang	2	trabeculae corporum caverno sorum penis
yingjinghaimiantixiaoliang	3	trabeculae of corpora cavernosa penis
yingjinghaimiantixiaoliang	4	trabeculae of cavernous body of penis
yingjinghaimiantixiaoliang	5	trabeculae of corpora cavernosa of penis
yingjinghaimiantizaoying	1	cavernous body of penis radiography
yingjingheisesuliu	1	melanoma of penis
yingjingjiao	1	crus penis
yingjingjiao	2	crus of penis
yingjingjiao	3	crura of penis
yingjingjiaozhai	1	incarceration of penis
yingjingjiaozhai	2	strangulation of penis
yingjingjidixibaoai	1	basal cell carcinoma of penis
yingjingjiehe	1	tuberculosis of penis
yingjingjiehezhen	3	penis tuberculid
yingjingjing	1	collum penis
yingjingjing	2	neck of penis
yingjingjing	3	neck of glans penis
yingjingjing	5	colum penis
yingjingjixing	1	penis deformity
yingjingjixing	2	anomaly of penis
yingjingjixing	3	deformity of penis
yingjingkuiyang	1	ulcer of penis
yingjinglingzhuangxibaoai	1	squamous cell carcinoma of penis
yingjingmeidu	1	penile syphilis
yingjingmeidu	2	syphilis of penis
yingjingnangzhong	1	cyst of penis
yingjingniuzhuan	2	torsion of penis
yingjingniuzhuan	3	distortion of penis
yingjingnongzhong	2	abscess of penis
yingjingpanzhuangrendai	1	ligamentum fundiforme penis
yingjingpifusituoshang	1	avulsion of penis
yingjingpifusituoshang	2	avulsioi of penis
yingjingpiyangnangzhong	1	dermoid cyst of penis
yingjingpiyangnangzhong	2	dermoid eyst of penis
yingjingpizhixiannangzhong	1	sebaceous cyst of penis
yingjingpizhixiannangzhong	2	sebacous cyst of penis
yingjingqueru	1	congenital absence of penis
yingjingqueshi	1	absence of penis
yingjingqueshi	2	loss of penis
yingjingshendongmai	1	deep artery of penis
yingjingshendongmai	2	arteria profunda penis
yingjingshendongmai	3	arteriae profunda penis
yingjingshuizhong	1	edema of penis
yingjingsunshang	2	injury of penis
yingjingtao	1	condom
yingjingti	1	corpora penis
yingjingti	2	corpus penis
yingjingti	3	body of penis
yingjingti	5	scapus penis
yingjingtou	4	glans of penis
yingjingtou	5	head of penis
yingjingtoubaibanbing	1	leukoplakia of glans penis
yingjingtouguan	1	corona of penis
yingjingtouguan	2	corona of glans penis
yingjingtouguan	3	corona of glans of penis
yingjingtouguan	5	corona glandis penis
yingjingtuowei	1	dislocation of penis
yingjingxiagan	1	chancre of penis
yingjingxiawan	1	clubbed penis
yingjingxiawan	3	chordee of penis
yingjingxuezhong	1	hematoma of penis
yingjingyingjiezheng	3	induration of penis
yingjingyingnangxiangpizhong	1	elephantiasis of penis and scrotum
yingjingzheduan	1	fracture of penis
yingjingzhongge	1	septum penis
yingjingzhongge	2	septum of penis
yingjingzhongliu	3	tumor of penis
yingjingzhuanwei	1	translocation of penis
yingjunzi	4	drug addict
yingjunzi	16	dope addict
yingjunzi	19	narcotic addict
yingnangpifumeidu	1	syphilis of scrotal skin
yingniyingjing	1	buried penis
yingniyingjing	2	concealed penis
yingxingmeidu	1	syphilis latent
yingxue	5	vagina
yinhang	48	wank bank
yinjinai	1	carcinoma penis
yinjinai	4	cancer of penis
yinjinai	5	carcinoma of penis
yinjinaiqianqibinbian	1	precancerous lesion of penis
yinjinamibabin	1	amoebiasis of penis
yinjinbaohannangzhong	1	inclusion cyst of penis
yinjinbaopi	2	foreskin of penis
yinjinbaopi	3	prepuce of penis
yinjinbaopi	4	praeputium penis
yinjinbei	1	dorsum penis
yinjinbei	2	dorsum of penis
yinjinbeiqianjinmai	1	superficial dorsal veins of penis
yinjinbeiqianjinmai	2	venae dorsales penis superficiales
yinjinbeiqianjinmai	3	venae dorsales penis superficialess
yinjinbeiqianjinmai	4	venae dorsales superfciales penis
yinjinbeiqianjinmai	5	venae dorsales superficiales penis
yinjinbeishenjinmai	1	deep dorsal vein of penis
yinjinbeishenjinmai	2	vena dorsalis penis profunda
yinjinbeishenjinmai	3	vena dorsalis profunda penis
yinjinbinsunqiechushu	1	excision of lesion on penis
yinjinboqi	3	penile erection
yinjinboqi	4	erection of penis
yinjinbufenqiechushu	1	partial amputation of penis
yinjincuoshang	1	contusion of penis
yinjinfangxianjunbin	1	actinomycosis of penis
yinjinfeng	1	raphe penis
yinjinfeng	2	rhaphe penis
yinjinfeng	3	raphe of penis
yinjing	1	penis
yinjingai	1	carcinoma penis
yinjingai	4	cancer of penis
yinjingai	5	carcinoma of penis
yinjingaiqianqibingbian	1	precancerous lesion of penis
yinjingamibabing	1	amoebiasis of penis
yinjinganzhouzheng	1	kraurosis penis
yinjinganzhouzheng	2	kraurosis of penis
yinjingbaohanlangzhong	1	inclusion cyst of penis
yinjingbaohannangzhong	1	inclusion cyst of penis
yinjingbaohannangzong	1	inclusion cyst of penis
yinjingbaopi	2	foreskin of penis
yinjingbaopi	3	prepuce of penis
yinjingbaopi	4	praeputium penis
yinjingbei	1	dorsum penis
yinjingbei	2	dorsum of penis
yinjingbeiqianjingmai	1	superficial dorsal veins of penis
yinjingbeiqianjingmai	2	venae dorsales penis superficiales
yinjingbeiqianjingmai	3	venae dorsales penis superficialess
yinjingbeiqianjingmai	4	venae dorsales superfciales penis
